N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
85.92604435628876,67.89609264334482,60.83128681726435,24.160423238838128,87.3689188896629,5.654722565787476,1888.581150230823,Loam,1575,macadamia
16.0,8.0,9.0,24.60297538,91.28408653,7.601189843,1112.948115,Loam,217,orange
83.0,21.0,28.0,25.5674832,60.49244602,7.466900683,1902.257843,Loam,243,coffee
26.0,15.0,6.0,17.22034507,94.78797376,6.912033409,1080.054343,Red Volcanic,216,orange
9.0,77.0,17.0,21.65845777,63.58337146,6.280725549,380.7659414,Loam,100,lentil
3.0,136.0,205.0,17.5862944,80.84806564,6.334771461,714.065452,Red Volcanic,158,grapes
69.60511245987715,61.975086328035786,48.7558064971502,17.320753078706264,84.606023347059,6.414825307226603,1562.6465130854872,Clay,1788,macadamia
49.70398642315602,26.404175037698245,37.71026294829876,28.438391730740776,62.9254077701478,6.137366080819171,633.6955254335048,Sandy Loam,103,millet
72.18362282400773,62.85832217644258,98.36276658215992,10.653335965590621,82.58138412255173,5.587339443443309,995.510766239025,Loam,99,potato
26.0,15.0,62.0,27.1,90.0,6.8,1184.0,Silty Loam,208,Cassava
20.0,41.0,20.0,29.27308605,89.4875022,7.073048264,509.246554,Loam,69,mungbean
40.69896917136052,45.36373607141134,74.37973293233767,17.34786138630786,66.97495493229772,6.819379385100604,1157.929490208826,Clay,449,avocado
108.0,62.1,92.3,27.1,68.9,6.8,980.0,Silty Loam,120,passionfruit
102.5,56.8,92.4,16.8,72.3,5.6,610.0,Sandy Loam,120,ribena
260.0,70.0,410.0,29.5,79.1,5.4,980.0,Red Volcanic,120,pineapple
31.0,37.0,106.0,26.3,70.0,4.4,1415.0,Silty Loam,106,Cassava
69.0,60.0,54.0,36.32268069,93.06134398,6.98992719,1411.736926,Red Volcanic,220,papaya
61.0,41.0,17.0,25.1420613,65.26185135,6.021902237,766.8456006,Silty Loam,109,maize
103.0,22.0,20.0,17.5,58.0,5.36,369.0,Loam,188,Tomato
5.0,62.0,23.0,27.9348279,66.45457122,4.722222454,1453.728801,Loam,149,pigeonpeas
2.0,28.0,24.0,27.0,43.0,5.93,481.0,Silty Loam,234,Sorghum
45.01413988890767,42.12526660317136,61.95563223666796,22.828755472892208,68.65716095326569,5.793473836736894,1343.6577681040214,Loam,682,avocado
20.0,29.0,27.0,25.09897688,92.36099489,6.047044342,1577.592626,Coastal Sandy,365,coconut
80.21007232642768,37.228266997087474,56.355748972959134,22.809947558709673,81.03384143492148,6.34597809896261,1789.541597549035,Loam,1498,macadamia
39.0,9.0,15.0,25.35467646,91.81183218,7.992041984,1167.555937,Red Volcanic,218,orange
62.0,35.0,90.0,16.1,65.0,5.6,640.0,Sandy Loam,120,ribena
23.0,75.0,17.0,24.87425505,64.00213929,7.198076286,482.8137482,Sandy Loam,102,lentil
111.0,88.0,55.0,29.44795403,78.34971537,5.505393833,964.5042585,Loam,294,banana
38.93542931058161,23.71147769328692,20.67746336421626,24.667404358990233,54.58813003205556,6.987593193339169,500.10613201807655,Sandy Loam,115,millet
94.0,39.0,18.0,23.89114571,57.48775781,5.893093135,1028.301942,Silty Loam,115,maize
95.0,58.0,72.5,16.4,63.1,6.8,410.0,Sandy Loam,120,onions
15.0,14.0,8.0,10.01081312,90.22399223,6.22094286,1193.941064,Loam,219,orange
40.0,16.0,35.0,31.89356292,49.02450149,6.4841522,895.9371481,Red Volcanic,179,mango
49.0,61.0,45.0,32.76795887,94.57377401,6.764213299,2404.795923,Red Volcanic,248,papaya
77.0,38.0,36.0,21.8652524,80.1923008,5.953933276,2245.550169,Silty Clay,164,rice
110.2,58.7,168.4,22.1,63.5,6.3,715.0,Sandy Loam,120,tomato
51.0,26.0,26.0,26.7,48.0,5.49,534.0,Sandy Loam,143,Sorghum
70.67945812513292,68.82344290695559,79.68277916519298,20.95404621830906,75.88275399873214,5.161907582028645,1989.1504237220458,Clay,1783,macadamia
38.0,36.0,30.0,22.4,97.0,5.42,401.0,Loam,169,Beans
18.0,9.0,40.0,19.44623085,89.02127045,5.627186257,1061.606833,Red Volcanic,215,pomegranate
106.7,65.2,107.9,15.5,62.8,6.4,405.6,Loam,120,cabbage
107.2,64.3,103.9,15.5,61.8,6.4,420.0,Clay Loam,120,cabbage
107.0,42.0,24.0,22.04612876,84.62978302,6.144631795,860.0758678,Black Cotton,171,cotton
27.0,23.0,99.0,28.4,70.0,5.53,1054.0,Silty Loam,153,Cassava
32.0,18.0,13.0,13.8377282,91.74780462,6.044167236,1079.873218,Sandy Loam,215,orange
42.0,79.0,85.0,17.22385224,15.82069268,6.129533877,765.7580954,Sandy Loam,98,chickpea
49.0,68.0,22.0,28.56840626,61.53278622,7.127064207,634.9726331,Sandy Loam,79,blackgram
47.0,79.0,78.0,17.48395377,14.76014523,6.609696734,651.1365631,Clay Loam,98,chickpea
34.0,65.0,47.0,23.48546973,93.71043692,6.833768535,1917.760562,Loam,234,papaya
6.0,7.0,7.0,27.68167318,94.47316879,7.199106204,1139.995146,Sandy Loam,217,orange
57.0,51.0,64.0,23.8,87.0,5.63,877.0,Sandy Loam,148,Maize
112.7,57.2,165.8,21.9,63.5,6.1,640.0,Clay Loam,120,tomato
99.0,39.0,18.0,19.20129357,68.30578978,6.11275104,878.5092352,Sandy Loam,111,maize
35.15853550430642,49.169902293262965,78.36766434893012,26.523647249804597,61.618177739034515,6.235532901470958,818.7440877902237,Loam,98,sweet potato
117.0,79.0,49.0,25.40909896,82.36208097,6.176644228,1129.794804,Clay Loam,298,banana
22.9,52.4,50.6,18.7,63.5,6.9,420.0,Loam,66,beans
13.0,132.0,203.0,23.60115364,82.48336987,6.423216506,732.3901752,Sandy Loam,161,grapes
35.0,63.0,76.0,17.81564548,17.60756635,7.714153038,908.2097601,Sandy Loam,98,chickpea
30.0,19.0,55.0,26.6,78.0,5.23,1329.0,Sandy Loam,170,Cassava
35.0,66.0,81.0,19.37101121,15.77458129,6.138243973,852.4819851,Sandy Loam,99,chickpea
198.9,58.2,214.7,23.8,68.9,4.9,980.0,Sandy Loam,120,pineapple
107.0,11.0,57.0,26.3,48.0,5.25,512.0,Clay,181,Maize
74.0,47.0,73.0,26.8,63.0,6.93,308.0,Clay,186,Maize
55.78139294784276,30.993831481723927,50.901856764071276,20.5782618460803,78.92244877541711,6.3791449643204885,1425.4238705504254,Clay,91,sweet potato
0.0,21.0,32.0,35.89855625,54.25964196,6.430139436,921.9721736,Loam,180,mango
81.0,25.0,49.0,29.86895762,93.25103208,6.076459669,262.6243014,Sandy Loam,89,muskmelon
10.0,56.0,18.0,27.99627907,68.6428593,7.32710972,461.0585191,Clay Loam,103,lentil
129.0,43.0,16.0,25.5503704,77.85055621,6.73210948,785.8488484,Loam,169,cotton
88.0,45.0,70.0,22.5,75.2,5.9,910.0,Sandy Loam,120,passionfruit
94.0,91.0,51.0,29.16093424,76.67484233,5.618094446,1095.75944,Loam,297,banana
80.68974396494755,67.8790971550902,55.942330706501664,22.947007398209692,80.00650438119143,7.447532437364739,709.6063995138438,Loam,81,kale
92.0,21.0,48.0,25.81692236,82.043255,6.377427122,548.2963379,Loam,88,watermelon
56.0,29.0,35.0,21.9,76.0,5.35,630.0,Loam,182,Beans
105.0,30.0,50.0,25.29954705,81.77527562,6.37620108,570.4147057,Sandy Loam,88,watermelon
22.061211143524453,23.198393848422032,24.813879302800924,28.18148958843695,64.16295131927387,7.111728398281752,388.44045369251734,Sandy Loam,104,millet
48.0,41.0,103.0,25.3,74.0,5.68,644.0,Sandy Loam,220,Cassava
57.0,28.0,37.0,16.8,46.0,7.35,679.0,Sandy Loam,202,Wheat
70.0,14.0,30.0,12.9,54.0,7.32,800.0,Loam,227,Wheat
75.0,59.0,45.0,22.0,68.0,6.99,978.0,Loam,147,Tomato
35.0,32.0,38.0,20.5,92.0,6.31,648.0,Loam,220,Beans
39.0,36.0,40.0,33.6,50.0,7.86,68.0,Sandy Loam,201,Sorghum
40.0,52.0,52.0,14.7,55.0,6.62,602.0,Loam,185,Wheat
101.0,17.0,47.0,29.49401389,94.72981338,6.185053234,263.0820876,Loam,89,muskmelon
60.0,51.0,36.0,22.69657794,82.81088865,6.028321558,2569.964761,Clay Loam,171,rice
78.9,29.8,101.5,15.8,64.9,5.9,710.0,Loam,120,ribena
98.52083989523719,37.587613818343854,66.37084885744721,24.10305355698443,69.964880262847,6.895829419376819,794.113768055084,Clay,79,kale
58.595971730819315,42.32530737224555,55.15613120830065,24.2140703773608,79.16581138520972,6.127838243134665,1333.207651934988,Clay,1301,macadamia
57.97001447516838,42.111422907926446,33.08681237101117,34.50746398610018,42.81517265658893,6.018605525123827,535.0917631521806,Loam,85,millet
79.0,22.0,35.0,12.2,58.0,6.08,768.0,Silty Clay,191,Wheat
15.0,11.0,38.0,23.12808226,92.68328358,6.630646083,1093.930157,Loam,216,pomegranate
19.0,53.0,22.0,27.8640132,80.4513142,6.852884643,428.3053902,Silty Loam,69,mungbean
73.85419941170193,64.93116232281896,78.9029159706295,19.19946848515044,83.8095658580056,5.482984235814741,1382.0767979129614,Loam,124,potato
130.2,88.5,135.0,15.9,78.0,6.2,510.0,Loam,120,cabbage
105.0,93.0,46.0,25.01018457,78.76260938,5.760457558,1083.690513,Red Volcanic,297,banana
50.0,60.0,47.0,32.57720726,92.74889453,6.92791761,937.942847,Sandy Loam,206,papaya
127.0,37.0,18.0,24.87663664,76.30050373,7.041065585,919.223468,Clay Loam,172,cotton
72.1,39.5,92.0,16.8,63.4,6.2,810.0,Silty Loam,120,ribena
107.0,33.0,43.0,27.5,75.0,5.86,320.0,Loam,208,Tomato
79.44185275727297,57.09451239161021,77.96890001150771,20.825696450343578,77.00758253276334,6.505803215053675,1121.847945486086,Loam,477,avocado
32.0,12.0,30.0,25.39241091,98.08951196,5.579845008,2180.80385,Sandy Loam,365,coconut
9.0,48.0,20.0,29.66461594,84.28187572,6.377568542,560.9542002,Sandy Loam,69,mungbean
75.34200370300897,46.34846462819981,84.34156769661689,20.574804964201416,89.55441186220845,5.558687270167345,1828.6035361758165,Loam,1187,macadamia
70.0,43.0,40.0,24.35564134,88.80391021,6.176860192,1691.168028,Clay Loam,162,jute
84.0,35.0,37.0,27.3,72.0,7.09,704.0,Silty Clay,165,Maize
15.0,54.0,15.0,29.97604322,57.03184356,8.35495812,448.6052932,Loam,79,mothbeans
85.0,25.0,47.0,26.11440416,87.64081095,6.29542477,584.8160844,Loam,88,watermelon
90.0,23.0,54.0,28.55852465,90.45773041,6.159020864,272.6588346,Sandy Loam,89,muskmelon
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,482.5207759,Loam,79,mothbeans
180.0,52.0,240.0,23.7,66.5,5.0,1050.0,Sandy Loam,120,pineapple
9.0,49.0,16.0,30.88482722,41.36561835,7.661537348,550.53805,Loam,80,mothbeans
12.0,66.0,20.0,27.41434987,63.41785982,7.336117221,444.3177543,Loam,103,lentil
89.0,53.0,44.0,24.88692811,71.91711523,7.319735475,1502.498675,Clay Loam,157,jute
82.12896385980108,43.957239611898366,42.61729136330104,15.288650196430833,83.10945885852216,6.480304362834684,619.1780696226089,Sandy Loam,70,kale
111.0,26.0,29.0,22.6,78.0,5.81,2203.0,Silty Clay,129,Tea
52.0,19.0,38.0,24.9,76.0,7.01,1043.0,Clay,210,Cassava
32.0,45.0,29.0,22.3,65.0,7.12,531.0,Sandy Loam,220,Beans
103.0,17.0,51.0,25.11189154,80.02621335,6.209888345,442.0656987,Loam,88,watermelon
31.2,58.0,72.0,22.1,71.0,6.5,520.0,Clay Loam,67,beans
106.0,49.0,24.0,23.03887865,76.47039772,6.983395573,906.4770699,Black Cotton,172,cotton
47.028046740985175,29.961758087375593,72.19743114624298,21.63880023787591,67.67227602198669,5.783178932750478,916.0782541758555,Sandy Loam,122,sweet potato
14.0,36.0,97.0,29.7,63.0,5.04,1304.0,Sandy Loam,148,Cassava
107.43039764202493,49.741867091074894,112.69629405665319,19.771304125588852,78.08874867541306,5.933394308349245,926.4944589052269,Loam,125,potato
37.76634946078393,27.357979017864444,67.14287896500505,25.442287761113214,80.82446346453423,7.384495794447664,823.1113441504658,Sand,853,cashew
113.0,30.0,50.0,26.03967219,83.9862443,6.277484043,438.7712348,Loam,88,watermelon
88.0,55.0,78.0,25.0,65.7,6.0,890.0,Clay Loam,120,passionfruit
21.0,63.0,22.0,25.09737391,67.72837887,6.859409487,746.1649888,Clay Loam,78,blackgram
69.19469127310468,53.06327567857723,89.26586763281544,12.973822807915742,89.28308285807051,5.793829259743455,1015.1945836058667,Loam,111,potato
58.0,63.0,81.0,19.81344531,14.69765308,6.515499549,789.6514709,Clay Loam,99,chickpea
18.0,125.0,204.0,22.35548159,94.47811755,6.046673619,1167.366261,Sandy Loam,188,apple
128.5,68.2,210.7,23.4,72.1,6.5,820.0,Loam,120,tomato
89.0,45.0,36.0,21.32504158,80.47476396,6.442475375,1854.974732,Clay Loam,157,rice
65.90021335700474,42.79612823412978,76.30291601239237,23.121772725072187,75.89509131464999,6.494813845589713,889.5034279920374,Sandy Loam,123,sweet potato
35.06349504442176,52.23921618308603,61.57885771208044,22.224902589727783,69.78235064796036,5.6206360943702425,1171.0251902955224,Clay,131,sweet potato
210.4,58.3,240.9,24.6,69.4,4.9,1420.0,Red Volcanic,120,pineapple
115.6,70.1,108.6,16.2,63.2,6.3,430.0,Silty Loam,120,cabbage
24.0,80.0,19.0,29.67892453,69.0854554,6.808041722,656.6436565,Clay Loam,79,blackgram
104.0,43.0,62.0,27.4,57.0,6.69,778.0,Loam,207,Tomato
25.0,143.0,200.0,23.80436344,92.80441624,6.024248787,1006.192543,Silty Loam,183,apple
83.0,50.0,84.0,18.9,92.0,4.77,2803.0,Loam,163,Tea
29.0,45.0,25.0,20.7,68.0,6.42,832.0,Loam,159,Wheat
71.0,52.0,18.0,25.10787449,55.97732754,5.790770203,781.6077693,Loam,109,maize
100.0,76.0,45.0,25.56703012,75.94067692,5.590236025,1027.867717,Loam,295,banana
103.07490074540945,77.55424612124317,126.33350148574647,11.197830697415988,80.83505970414868,5.798443356361277,1058.8789298741983,Clay,102,potato
0.0,70.0,21.0,36.30049702,56.03021253,4.672437054,1016.073988,Red Volcanic,140,pigeonpeas
57.154939343411414,29.988881872040267,61.334966142834475,25.429818535528383,70.45031071511255,7.064417114172405,642.307192695051,Loam,879,cashew
15.0,22.0,113.0,22.4,91.0,7.16,1317.0,Sandy Loam,257,Cassava
2.0,78.0,23.0,21.31852148,66.43934593,7.320514721,454.2616802,Sandy Loam,100,lentil
4.0,43.0,18.0,29.02955344,61.09387478,8.840656256,729.8016599,Loam,79,mothbeans
74.0,55.0,55.0,14.7,48.0,6.7,663.0,Loam,172,Wheat
36.0,68.0,20.0,17.06104474,23.77201471,5.86442953,818.3420522,Loam,78,kidneybeans
39.0,65.0,23.0,25.43459777,69.12613376,7.685959305,410.2682925,Clay Loam,102,lentil
59.0,69.0,80.0,19.07937684,17.86754927,8.165359297,694.0619137,Clay Loam,99,chickpea
27.8,59.6,58.9,21.0,65.8,6.6,480.0,Sandy Loam,67,beans
93.0,20.0,50.0,29.93061247,93.22980899,6.448792689,243.4814338,Sandy Loam,89,muskmelon
31.05485708889356,26.42848834733151,48.44611559562005,25.19311939658897,65.12682514516275,6.786494349420986,612.7903320413141,Sandy Loam,766,cashew
47.597132555437454,44.94981888362129,48.6425002806417,27.25361683450133,47.7386322720782,7.216404044183372,543.8838688441043,Sandy Loam,89,millet
40.0,132.0,202.0,24.57558351,80.70695797,5.971813006,697.06113,Red Volcanic,162,grapes
90.0,12.0,72.0,13.6,49.0,7.07,292.0,Sandy Loam,192,Wheat
90.49845419697124,52.61113880992633,77.33946367268706,10.422522080033751,78.12355284718025,5.08225942048092,1029.6762727156827,Sandy Loam,110,potato
69.0,36.0,6.0,11.1,59.0,6.86,396.0,Loam,189,Wheat
73.0,28.0,60.0,22.7,80.0,5.89,696.0,Sandy Loam,227,Maize
71.06886956158647,56.585645509072016,71.46175512573902,22.45105344536691,63.61234573543938,6.658281045923181,690.5567232323835,Loam,87,kale
76.0,44.0,17.0,20.41683147,62.5542482,5.855442401,652.7798457,Loam,106,maize
5.0,59.0,15.0,18.87492997,20.18238348,5.97229163,1341.811718,Silty Loam,79,kidneybeans
36.0,57.0,16.0,28.61409059,57.14218792,8.292875734,570.2891698,Sandy Loam,79,mothbeans
65.97596964662395,50.674642133881754,95.2186627400922,24.363392676044533,78.90614566195033,5.700392277827649,1381.9299035272718,Loam,111,sweet potato
98.0,22.0,47.0,29.07265321,91.91533173,6.341400922,288.3568362,Sandy Loam,89,muskmelon
63.0,43.0,17.0,19.28889933,65.47050802,6.807487794,713.195307,Loam,107,maize
45.0,2.0,8.0,25.9,70.0,4.87,1036.0,Silty Loam,151,Cassava
55.0,35.0,87.0,29.7,63.0,5.97,869.0,Sandy Loam,231,Cassava
62.0,36.0,15.0,29.7,67.0,6.52,730.0,Silty Loam,168,Maize
82.7,41.2,110.5,19.8,68.3,6.2,830.0,Silty Loam,120,ribena
34.286132328515436,49.850354690254306,44.965530616169026,27.913021646113982,84.72058674003128,6.9201122704811,795.875414414843,Sandy Loam,860,cashew
37.0,23.0,12.0,31.52675982,90.50621806,6.395258356,1131.169398,Red Volcanic,217,orange
67.0,33.0,13.0,10.2,48.0,6.44,723.0,Loam,114,Wheat
127.0,37.0,72.0,16.7,85.0,5.09,1413.0,Loam,128,Tea
54.0,38.0,79.0,11.5,75.0,6.69,345.0,Loam,211,Wheat
88.0,55.0,45.0,24.63544858,80.41363018,7.730367824,2537.202781,Silty Clay,170,rice
23.0,17.0,43.0,29.9,66.0,7.09,1065.0,Loam,130,Cassava
115.2,49.8,101.0,28.1,81.0,6.2,860.0,Clay Loam,120,passionfruit
255.4,72.1,310.6,28.3,78.2,5.4,1320.0,Loam,120,pineapple
73.0,29.0,20.0,22.0,44.0,6.97,521.0,Loam,160,Beans
64.4335131747454,33.896430788243755,63.92571988944105,20.48967479636832,61.99658439199361,6.193505628641781,1268.3040803490226,Sandy Loam,133,sweet potato
6.0,30.0,40.0,22.77035608,91.45498527,6.36137446,1069.659201,Loam,215,pomegranate
35.0,23.0,29.0,22.7,73.0,5.91,341.0,Loam,122,Sorghum
44.216447346156734,33.45856634091234,41.45819079367342,24.514652434972668,68.2638762361185,6.615705985601303,355.34412619695667,Sandy Loam,75,millet
131.0,52.0,16.0,23.65724079,84.47601498,6.486068274,885.4479121,Black Cotton,172,cotton
85.0,18.0,82.0,12.8,64.0,7.23,480.0,Sandy Loam,154,Wheat
73.0,38.0,49.0,13.1,50.0,6.76,770.0,Silty Loam,192,Wheat
82.0,24.0,33.0,26.53543168,67.09608099,6.809593554,1206.494434,Clay Loam,220,coffee
133.0,35.0,66.0,26.7,91.0,6.33,1537.0,Silty Loam,163,Tea
60.50714236528637,37.76016297996365,70.39571736514324,24.916389464556502,76.95424158681362,6.279320319172841,1325.1287811448474,Clay,727,avocado
68.9,44.2,97.6,15.8,66.5,6.0,710.0,Silty Loam,120,ribena
