N,P,K,temperature,humidity,ph,rainfall,soil_type,season_duration,label
48.0,25.0,71.0,26.7,92.0,6.84,484.0,Clay,182,Tomato
83.0,54.0,56.0,27.3,59.0,5.91,933.0,Loam,165,Tomato
76.0,29.0,99.0,18.8,74.0,6.93,638.0,Loam,139,Maize
51.0,26.0,26.0,26.7,48.0,5.49,534.0,Sandy Loam,143,Sorghum
61.0,6.0,116.0,32.3,79.0,5.71,1028.0,Sandy Loam,163,Cassava
79.0,44.0,25.0,25.1,69.0,6.04,308.0,Clay,165,Beans
82.0,33.0,42.0,20.1,80.0,4.99,754.0,Sandy Loam,137,Beans
45.0,2.0,8.0,25.9,70.0,4.87,1036.0,Silty Loam,151,Cassava
26.0,15.0,96.0,28.3,58.0,6.16,1220.0,Sandy Loam,138,Cassava
69.0,26.0,22.0,20.8,54.0,6.94,600.0,Sandy Loam,87,Maize
52.0,24.0,8.0,35.9,69.0,7.36,416.0,Sandy Loam,190,Sorghum
74.0,45.0,69.0,22.8,48.0,5.76,792.0,Loam,123,Maize
92.0,20.0,79.0,26.9,74.0,6.83,520.0,Loam,185,Maize
58.0,53.0,81.0,15.6,67.0,7.24,765.0,Sandy Loam,249,Wheat
21.0,25.0,90.0,27.5,74.0,4.77,1334.0,Sandy Loam,204,Cassava
89.0,30.0,48.0,26.5,83.0,6.83,738.0,Sandy Loam,203,Beans
133.0,22.0,89.0,17.1,91.0,5.1,2309.0,Loam,179,Tea
26.0,15.0,62.0,27.1,90.0,6.8,1184.0,Silty Loam,208,Cassava
33.0,4.0,107.0,28.0,85.0,7.23,1411.0,Silty Clay,171,Cassava
85.0,10.0,17.0,22.4,85.0,5.56,743.0,Sandy Loam,135,Beans
25.0,5.0,46.0,28.3,56.0,7.69,540.0,Clay,162,Sorghum
93.0,20.0,47.0,27.0,80.0,5.21,569.0,Clay,192,Beans
99.0,10.0,68.0,16.6,76.0,6.53,628.0,Silty Clay,151,Wheat
97.0,7.0,63.0,19.8,61.0,7.13,582.0,Silty Loam,180,Maize
84.0,65.0,28.0,21.8,67.0,6.64,2813.0,Sandy Loam,209,Tea
47.0,65.0,67.0,14.9,73.0,6.92,628.0,Loam,227,Wheat
58.0,42.0,53.0,21.1,76.0,7.3,831.0,Loam,134,Maize
101.0,30.0,25.0,29.0,81.0,6.24,939.0,Clay,171,Maize
31.0,33.0,46.0,34.3,45.0,6.01,133.0,Sandy Loam,176,Sorghum
37.0,56.0,44.0,19.1,77.0,7.42,398.0,Clay,169,Maize
100.0,9.0,37.0,10.2,43.0,7.21,751.0,Clay,121,Wheat
75.0,29.0,70.0,23.3,84.0,6.41,1181.0,Sandy Loam,193,Tomato
13.0,27.0,91.0,28.9,75.0,5.49,1109.0,Loam,197,Cassava
120.0,47.0,18.0,18.2,56.0,6.98,546.0,Sandy Loam,233,Maize
102.0,63.0,56.0,20.5,91.0,6.09,1400.0,Loam,131,Tea
79.0,34.0,64.0,21.9,52.0,6.71,1283.0,Loam,109,Tomato
69.0,12.0,69.0,24.7,50.0,6.48,352.0,Clay,160,Maize
99.0,34.0,32.0,20.1,66.0,6.44,724.0,Silty Loam,178,Maize
61.0,46.0,17.0,26.6,57.0,7.45,747.0,Loam,230,Beans
107.0,80.0,58.0,20.8,90.0,5.42,2911.0,Loam,135,Tea
119.0,12.0,66.0,18.5,57.0,6.57,717.0,Clay,199,Wheat
86.0,46.0,58.0,22.9,87.0,6.05,1577.0,Clay,173,Tea
78.0,42.0,10.0,23.9,73.0,6.29,560.0,Loam,139,Beans
10.0,24.0,34.0,28.0,79.0,5.73,1102.0,Loam,222,Cassava
104.0,48.0,71.0,19.0,42.0,7.6,707.0,Clay,167,Wheat
88.0,18.0,48.0,21.8,77.0,6.59,1966.0,Clay,218,Tea
100.0,24.0,78.0,20.9,69.0,6.67,358.0,Sandy Loam,183,Maize
23.0,17.0,43.0,29.9,66.0,7.09,1065.0,Loam,130,Cassava
57.0,23.0,23.0,22.1,55.0,6.72,478.0,Sandy Loam,145,Beans
95.0,16.0,53.0,22.5,89.0,5.73,292.0,Loam,181,Beans
47.0,7.0,24.0,22.7,56.0,7.17,159.0,Silty Clay,198,Sorghum
70.0,65.0,55.0,20.8,72.0,7.26,828.0,Silty Loam,158,Tomato
80.0,45.0,37.0,22.5,52.0,6.02,587.0,Sandy Loam,203,Wheat
103.0,71.0,24.0,18.5,58.0,6.13,343.0,Silty Clay,107,Tomato
101.0,45.0,37.0,21.1,64.0,6.57,685.0,Loam,209,Maize
23.0,28.0,31.0,26.8,26.0,5.54,446.0,Loam,136,Sorghum
80.0,19.0,79.0,24.2,65.0,7.21,621.0,Clay,119,Tomato
85.0,50.0,59.0,30.8,60.0,6.38,750.0,Sandy Loam,222,Maize
97.0,44.0,69.0,8.6,71.0,6.83,634.0,Sandy Loam,102,Wheat
25.0,15.0,51.0,23.1,69.0,6.33,601.0,Silty Clay,158,Cassava
63.0,29.0,37.0,25.2,57.0,5.22,339.0,Silty Clay,195,Beans
53.0,27.0,30.0,30.2,42.0,5.49,315.0,Sandy Loam,117,Sorghum
70.0,61.0,67.0,16.7,90.0,7.31,730.0,Loam,173,Tomato
45.0,35.0,18.0,24.9,35.0,6.09,505.0,Loam,198,Sorghum
106.0,34.0,71.0,16.9,95.0,5.13,1644.0,Silty Clay,205,Tea
36.0,8.0,98.0,18.5,74.0,5.67,766.0,Silty Clay,129,Cassava
102.0,46.0,39.0,21.8,67.0,5.72,538.0,Silty Loam,157,Maize
38.0,37.0,48.0,23.4,68.0,5.76,332.0,Loam,183,Beans
57.0,47.0,34.0,18.5,53.0,6.21,249.0,Silty Loam,263,Beans
1.0,35.0,75.0,27.4,78.0,6.32,572.0,Loam,201,Cassava
48.0,41.0,103.0,25.3,74.0,5.68,644.0,Sandy Loam,220,Cassava
33.0,42.0,79.0,10.5,82.0,6.3,472.0,Clay,155,Wheat
18.0,11.0,27.0,32.7,65.0,7.5,255.0,Silty Loam,210,Sorghum
36.0,18.0,50.0,26.7,59.0,6.2,466.0,Clay,214,Beans
117.0,39.0,68.0,21.3,61.0,5.52,522.0,Loam,201,Maize
16.0,5.0,69.0,29.8,73.0,6.74,932.0,Loam,203,Cassava
47.0,24.0,29.0,10.1,47.0,8.17,421.0,Loam,160,Wheat
49.0,60.0,87.0,20.6,59.0,7.78,593.0,Clay,187,Wheat
78.0,14.0,114.0,18.5,75.0,6.94,645.0,Silty Clay,201,Tomato
56.0,55.0,85.0,17.7,89.0,4.72,2745.0,Loam,178,Tea
117.0,10.0,31.0,19.0,44.0,6.22,349.0,Silty Loam,223,Maize
98.0,49.0,53.0,24.1,43.0,7.15,714.0,Sandy Loam,216,Maize
126.0,64.0,68.0,21.4,68.0,5.5,2055.0,Sandy Loam,169,Tea
54.0,38.0,33.0,35.6,40.0,7.65,525.0,Sandy Loam,197,Sorghum
65.0,45.0,51.0,21.3,50.0,7.77,660.0,Loam,234,Wheat
53.0,13.0,58.0,27.8,77.0,5.68,708.0,Silty Loam,238,Beans
18.0,37.0,30.0,28.2,93.0,6.81,1405.0,Loam,183,Cassava
94.0,44.0,68.0,22.4,57.0,6.87,707.0,Loam,207,Maize
47.0,53.0,71.0,20.5,65.0,6.99,454.0,Silty Clay,208,Beans
33.0,10.0,9.0,23.0,94.0,5.25,784.0,Loam,147,Cassava
88.0,50.0,52.0,19.7,78.0,6.4,388.0,Loam,208,Maize
87.0,31.0,24.0,12.0,73.0,7.32,537.0,Loam,215,Wheat
65.0,28.0,13.0,25.2,41.0,7.28,248.0,Silty Clay,118,Beans
23.0,18.0,2.0,30.1,56.0,6.31,309.0,Loam,174,Sorghum
75.0,22.0,44.0,20.9,50.0,6.74,615.0,Sandy Loam,235,Wheat
111.0,26.0,29.0,22.6,78.0,5.81,2203.0,Silty Clay,129,Tea
47.0,11.0,62.0,28.3,73.0,7.44,252.0,Loam,169,Sorghum
25.0,31.0,61.0,26.5,64.0,5.51,945.0,Loam,151,Cassava
110.0,72.0,29.0,16.2,78.0,4.78,1576.0,Silty Clay,178,Tea
44.0,46.0,20.0,17.2,40.0,6.73,677.0,Sandy Loam,165,Wheat
69.0,31.0,68.0,28.7,52.0,5.38,623.0,Silty Clay,230,Maize
55.0,63.0,30.0,10.6,69.0,7.13,398.0,Sandy Loam,189,Wheat
103.0,57.0,58.0,25.4,40.0,6.21,792.0,Sandy Loam,152,Maize
125.0,28.0,73.0,27.7,69.0,5.88,562.0,Loam,147,Maize
88.0,53.0,4.0,17.9,61.0,6.58,724.0,Silty Clay,258,Maize
124.0,61.0,65.0,29.0,90.0,6.18,1072.0,Loam,170,Tomato
35.0,9.0,35.0,24.9,67.0,6.37,213.0,Sandy Loam,189,Beans
47.0,11.0,39.0,22.4,70.0,5.81,448.0,Silty Loam,249,Beans
40.0,24.0,96.0,22.3,77.0,7.38,1036.0,Clay,172,Cassava
64.0,30.0,86.0,30.5,85.0,6.83,792.0,Sandy Loam,237,Tomato
104.0,74.0,49.0,20.0,74.0,6.29,2946.0,Sandy Loam,239,Tea
66.0,32.0,54.0,20.6,80.0,5.82,1343.0,Sandy Loam,224,Tea
70.0,15.0,46.0,20.2,70.0,6.6,363.0,Silty Loam,139,Maize
72.0,34.0,56.0,19.4,58.0,6.7,303.0,Silty Clay,181,Wheat
8.0,19.0,34.0,17.7,74.0,6.97,690.0,Sandy Loam,122,Beans
133.0,35.0,66.0,26.7,91.0,6.33,1537.0,Silty Loam,163,Tea
63.0,61.0,29.0,14.6,56.0,6.35,307.0,Loam,253,Wheat
2.0,28.0,24.0,27.0,43.0,5.93,481.0,Silty Loam,234,Sorghum
105.0,24.0,31.0,29.8,77.0,5.8,615.0,Sandy Loam,168,Maize
98.0,49.0,52.0,22.0,80.0,5.04,1305.0,Loam,182,Tea
30.0,18.0,17.0,25.5,49.0,6.15,169.0,Loam,222,Sorghum
45.0,16.0,13.0,28.2,25.0,7.51,510.0,Sandy Loam,169,Sorghum
82.0,39.0,64.0,26.1,45.0,6.21,1041.0,Sandy Loam,198,Tomato
28.0,20.0,35.0,26.1,70.0,7.13,539.0,Loam,147,Sorghum
33.0,33.0,33.0,26.1,51.0,5.6,539.0,Loam,135,Beans
102.0,52.0,61.0,17.0,63.0,7.75,537.0,Sandy Loam,228,Wheat
97.0,22.0,23.0,21.2,46.0,6.78,487.0,Loam,208,Wheat
81.0,54.0,22.0,18.1,50.0,7.85,427.0,Sandy Loam,174,Wheat
135.0,33.0,51.0,19.0,74.0,4.78,2166.0,Clay,164,Tea
81.0,49.0,65.0,23.3,67.0,5.34,1750.0,Silty Clay,192,Tea
77.0,45.0,64.0,24.0,74.0,6.34,575.0,Silty Clay,105,Maize
90.0,40.0,88.0,15.5,82.0,6.12,1925.0,Sandy Loam,137,Tea
42.0,14.0,35.0,30.1,75.0,7.11,380.0,Silty Loam,180,Maize
83.0,24.0,50.0,16.8,62.0,7.88,619.0,Loam,164,Wheat
62.0,39.0,73.0,29.3,44.0,7.22,828.0,Clay,196,Maize
48.0,26.0,42.0,25.5,44.0,8.2,247.0,Loam,185,Sorghum
60.0,74.0,35.0,18.1,75.0,4.59,2874.0,Sandy Loam,197,Tea
66.0,72.0,51.0,21.0,84.0,5.58,840.0,Clay,214,Tomato
87.0,9.0,34.0,12.2,74.0,7.33,441.0,Loam,142,Wheat
109.0,39.0,43.0,17.1,62.0,7.68,399.0,Clay,169,Wheat
39.0,42.0,39.0,16.4,51.0,6.83,745.0,Loam,146,Wheat
51.0,37.0,34.0,21.4,62.0,5.19,201.0,Clay,238,Beans
31.0,36.0,82.0,26.6,95.0,7.34,593.0,Loam,191,Cassava
59.0,10.0,30.0,13.8,51.0,7.6,364.0,Silty Loam,180,Wheat
59.0,30.0,50.0,23.6,62.0,6.83,307.0,Silty Clay,289,Maize
14.0,5.0,52.0,20.9,53.0,5.1,821.0,Silty Loam,189,Cassava
90.0,77.0,75.0,18.6,69.0,5.97,1086.0,Loam,158,Tomato
28.0,41.0,22.0,23.1,53.0,6.15,194.0,Clay,175,Sorghum
19.0,12.0,109.0,28.9,82.0,6.89,909.0,Silty Loam,178,Cassava
39.0,50.0,68.0,19.0,49.0,5.57,435.0,Silty Clay,186,Beans
62.0,26.0,8.0,34.1,47.0,7.87,550.0,Loam,230,Sorghum
44.0,44.0,43.0,14.2,70.0,6.63,703.0,Loam,137,Wheat
90.0,31.0,73.0,24.9,81.0,7.13,1034.0,Sandy Loam,154,Tomato
83.0,52.0,46.0,21.2,81.0,7.46,234.0,Loam,167,Beans
22.0,19.0,49.0,26.8,55.0,7.28,402.0,Silty Loam,172,Sorghum
43.0,9.0,47.0,21.0,69.0,5.07,1249.0,Loam,89,Cassava
85.0,29.0,29.0,20.6,48.0,7.53,385.0,Loam,243,Beans
27.0,41.0,23.0,13.9,58.0,7.04,545.0,Loam,137,Wheat
29.0,26.0,57.0,24.9,77.0,5.78,458.0,Loam,153,Beans
44.0,60.0,75.0,16.5,48.0,6.99,463.0,Sandy Loam,186,Wheat
12.0,0.0,23.0,28.4,60.0,5.62,233.0,Sandy Loam,227,Sorghum
32.0,33.0,35.0,20.6,65.0,7.09,244.0,Clay,124,Maize
84.0,44.0,59.0,26.3,87.0,6.29,416.0,Silty Clay,222,Beans
68.0,49.0,56.0,15.9,54.0,7.88,544.0,Loam,202,Wheat
17.0,13.0,53.0,28.9,61.0,5.34,641.0,Silty Clay,116,Beans
107.0,33.0,43.0,27.5,75.0,5.86,320.0,Loam,208,Tomato
52.0,19.0,38.0,24.9,76.0,7.01,1043.0,Clay,210,Cassava
46.0,25.0,53.0,23.4,51.0,6.82,866.0,Sandy Loam,215,Maize
107.0,11.0,57.0,26.3,48.0,5.25,512.0,Clay,181,Maize
32.0,13.0,36.0,10.1,28.0,6.76,329.0,Loam,209,Wheat
57.0,38.0,69.0,23.3,48.0,8.05,662.0,Silty Clay,214,Wheat
101.0,5.0,19.0,21.9,58.0,6.26,765.0,Silty Clay,159,Wheat
27.0,0.0,21.0,31.6,52.0,5.94,431.0,Loam,216,Sorghum
82.0,51.0,49.0,29.9,70.0,6.06,628.0,Sandy Loam,164,Maize
86.0,28.0,50.0,24.9,52.0,6.84,709.0,Silty Clay,196,Maize
124.0,60.0,30.0,25.3,89.0,4.82,2202.0,Sandy Loam,207,Tea
34.0,9.0,25.0,25.9,60.0,7.95,501.0,Sandy Loam,114,Sorghum
50.0,9.0,64.0,27.5,66.0,6.67,672.0,Loam,137,Cassava
103.0,40.0,51.0,10.8,55.0,6.86,615.0,Loam,223,Wheat
31.0,44.0,62.0,31.3,45.0,6.14,170.0,Sandy Loam,136,Sorghum
55.0,33.0,36.0,31.9,39.0,5.48,341.0,Sandy Loam,147,Sorghum
32.0,28.0,54.0,23.4,79.0,4.81,945.0,Clay,87,Cassava
51.0,18.0,21.0,25.0,28.0,6.86,373.0,Loam,174,Sorghum
21.0,16.0,53.0,21.3,56.0,8.19,304.0,Loam,202,Sorghum
47.0,33.0,24.0,17.3,44.0,6.77,375.0,Loam,132,Wheat
50.0,27.0,23.0,24.2,50.0,5.47,572.0,Sandy Loam,176,Beans
74.0,47.0,73.0,26.8,63.0,6.93,308.0,Clay,186,Maize
74.0,22.0,42.0,22.2,67.0,6.03,444.0,Silty Loam,163,Tomato
19.0,33.0,50.0,19.6,74.0,5.74,900.0,Sandy Loam,181,Cassava
32.0,31.0,49.0,15.2,48.0,6.94,764.0,Loam,203,Wheat
38.0,26.0,51.0,19.6,43.0,7.43,431.0,Silty Clay,168,Wheat
62.0,34.0,63.0,28.8,22.0,7.65,127.0,Sandy Loam,167,Sorghum
32.0,45.0,29.0,22.3,65.0,7.12,531.0,Sandy Loam,220,Beans
67.0,42.0,40.0,22.5,69.0,6.79,758.0,Loam,114,Maize
57.0,48.0,48.0,20.5,66.0,5.61,341.0,Silty Clay,261,Maize
51.0,10.0,28.0,30.6,67.0,6.16,338.0,Sandy Loam,211,Sorghum
27.0,32.0,28.0,28.9,72.0,8.09,359.0,Silty Loam,209,Sorghum
98.0,28.0,44.0,24.3,57.0,5.91,858.0,Loam,188,Maize
32.0,0.0,12.0,31.5,59.0,7.7,371.0,Clay,159,Sorghum
94.0,50.0,43.0,22.0,69.0,6.74,343.0,Clay,245,Beans
59.0,43.0,41.0,21.5,69.0,6.28,496.0,Loam,152,Tomato
115.0,17.0,70.0,17.6,78.0,7.54,440.0,Sandy Loam,183,Wheat
47.0,11.0,36.0,31.1,83.0,6.67,616.0,Clay,210,Cassava
27.0,23.0,53.0,23.6,37.0,6.36,534.0,Silty Loam,148,Sorghum
91.0,26.0,31.0,19.2,64.0,7.83,470.0,Sandy Loam,99,Wheat
95.0,44.0,59.0,17.7,51.0,8.11,412.0,Silty Loam,204,Wheat
29.0,31.0,76.0,22.6,73.0,5.8,1278.0,Loam,204,Cassava
36.0,25.0,16.0,28.3,37.0,6.66,577.0,Sandy Loam,215,Sorghum
92.0,55.0,25.0,21.8,74.0,7.45,514.0,Sandy Loam,234,Maize
75.0,33.0,63.0,23.2,62.0,6.77,387.0,Sandy Loam,172,Wheat
34.0,36.0,29.0,9.0,58.0,7.99,618.0,Silty Loam,188,Wheat
76.0,14.0,27.0,31.2,51.0,7.48,433.0,Loam,276,Maize
34.0,15.0,7.0,24.4,65.0,6.47,421.0,Loam,115,Beans
33.0,15.0,13.0,19.9,46.0,6.33,577.0,Silty Loam,152,Wheat
118.0,43.0,29.0,18.0,50.0,7.28,471.0,Loam,195,Wheat
79.0,27.0,88.0,29.1,55.0,5.45,1165.0,Loam,160,Tomato
18.0,36.0,16.0,29.5,69.0,5.79,494.0,Loam,170,Beans
93.0,31.0,74.0,10.7,56.0,7.67,339.0,Silty Loam,207,Wheat
49.0,41.0,40.0,17.9,73.0,6.35,758.0,Loam,113,Beans
24.0,50.0,27.0,24.3,59.0,7.21,404.0,Loam,163,Beans
31.0,33.0,48.0,32.8,55.0,5.9,528.0,Loam,148,Sorghum
26.0,38.0,35.0,15.7,73.0,6.68,311.0,Loam,212,Beans
71.0,16.0,74.0,18.7,84.0,4.76,2295.0,Silty Loam,136,Tea
99.0,15.0,51.0,21.6,78.0,6.29,333.0,Loam,180,Beans
83.0,62.0,53.0,19.4,48.0,7.02,655.0,Loam,168,Tomato
57.0,51.0,64.0,23.8,87.0,5.63,877.0,Sandy Loam,148,Maize
52.0,26.0,53.0,23.5,50.0,7.31,785.0,Silty Clay,190,Beans
77.0,57.0,44.0,27.9,72.0,5.98,363.0,Clay,144,Tomato
74.0,55.0,55.0,14.7,48.0,6.7,663.0,Loam,172,Wheat
52.0,14.0,71.0,11.5,44.0,7.71,753.0,Silty Loam,158,Wheat
119.0,53.0,67.0,29.6,63.0,6.98,336.0,Loam,191,Maize
84.0,20.0,72.0,14.2,59.0,6.52,554.0,Loam,168,Wheat
63.0,37.0,16.0,34.8,62.0,6.49,540.0,Loam,178,Sorghum
69.0,7.0,62.0,22.6,90.0,6.33,303.0,Loam,202,Maize
30.0,19.0,55.0,26.6,78.0,5.23,1329.0,Sandy Loam,170,Cassava
85.0,18.0,82.0,12.8,64.0,7.23,480.0,Sandy Loam,154,Wheat
76.0,30.0,21.0,25.8,62.0,6.04,280.0,Loam,323,Beans
44.0,28.0,23.0,29.8,28.0,6.36,376.0,Clay,156,Sorghum
31.0,12.0,48.0,21.0,69.0,7.86,414.0,Loam,190,Wheat
44.0,9.0,61.0,27.9,49.0,6.35,393.0,Clay,164,Sorghum
38.0,23.0,27.0,26.6,89.0,7.26,531.0,Loam,145,Beans
49.0,26.0,35.0,15.5,51.0,6.07,725.0,Clay,168,Wheat
75.0,30.0,30.0,9.9,63.0,7.31,755.0,Clay,188,Wheat
40.0,45.0,65.0,20.8,65.0,7.44,1033.0,Loam,189,Tomato
105.0,46.0,48.0,17.2,78.0,4.52,2848.0,Sandy Loam,169,Tea
89.0,50.0,49.0,10.3,67.0,7.65,731.0,Loam,216,Wheat
27.0,15.0,27.0,25.9,42.0,6.96,337.0,Sandy Loam,217,Sorghum
56.0,56.0,47.0,17.2,79.0,7.02,721.0,Sandy Loam,241,Maize
94.0,35.0,62.0,22.6,79.0,5.61,318.0,Silty Clay,174,Maize
92.0,30.0,17.0,19.1,64.0,5.64,411.0,Sandy Loam,209,Maize
36.0,27.0,42.0,28.2,80.0,7.31,627.0,Clay,170,Cassava
37.0,8.0,77.0,29.8,81.0,7.53,1273.0,Sandy Loam,181,Cassava
112.0,19.0,50.0,24.4,75.0,6.94,343.0,Loam,158,Maize
75.0,25.0,19.0,23.2,73.0,6.04,546.0,Silty Clay,225,Beans
78.0,29.0,38.0,22.0,60.0,6.2,516.0,Clay,209,Beans
107.0,43.0,15.0,23.9,60.0,6.5,479.0,Clay,133,Tomato
96.0,12.0,48.0,20.7,71.0,5.93,586.0,Sandy Loam,177,Maize
19.0,37.0,62.0,16.1,47.0,7.15,240.0,Sandy Loam,134,Beans
127.0,5.0,39.0,31.9,46.0,6.62,467.0,Sandy Loam,185,Maize
30.0,20.0,44.0,13.9,73.0,6.45,361.0,Clay,212,Wheat
56.0,39.0,62.0,25.2,58.0,5.37,398.0,Loam,138,Beans
68.0,8.0,57.0,18.4,45.0,6.36,548.0,Silty Loam,164,Wheat
112.0,33.0,42.0,21.9,76.0,6.17,2714.0,Sandy Loam,170,Tea
90.0,39.0,23.0,21.8,51.0,7.28,350.0,Sandy Loam,159,Wheat
61.0,34.0,70.0,31.5,67.0,5.94,1109.0,Clay,197,Tomato
50.0,25.0,41.0,28.4,54.0,6.26,236.0,Loam,137,Sorghum
79.0,43.0,9.0,24.0,65.0,6.35,500.0,Clay,200,Maize
36.0,13.0,42.0,15.8,60.0,8.15,422.0,Loam,162,Wheat
34.0,3.0,35.0,25.1,43.0,6.37,242.0,Clay,160,Sorghum
80.0,41.0,79.0,19.5,50.0,6.16,1142.0,Sandy Loam,151,Tomato
58.0,45.0,7.0,22.5,54.0,7.46,658.0,Loam,113,Beans
71.0,14.0,19.0,21.1,77.0,7.5,357.0,Sandy Loam,97,Maize
119.0,56.0,11.0,21.0,75.0,6.59,919.0,Silty Clay,165,Maize
37.0,7.0,63.0,30.0,91.0,6.95,1104.0,Loam,233,Cassava
106.0,38.0,44.0,30.9,84.0,5.63,784.0,Clay,230,Maize
68.0,36.0,69.0,27.2,61.0,6.09,554.0,Clay,213,Tomato
86.0,39.0,14.0,24.0,75.0,7.06,811.0,Silty Loam,161,Beans
19.0,16.0,33.0,23.8,72.0,6.87,159.0,Loam,201,Beans
22.0,38.0,82.0,31.3,68.0,7.29,1479.0,Silty Clay,143,Cassava
45.0,5.0,52.0,21.9,81.0,4.72,981.0,Sandy Loam,136,Cassava
